Area,Item,Crop_Values,Element,Year,Continent,Flag Description
Republic of Moldova,"Almonds, in shell",2166.7,Yield,1995,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",650.0,Production,1995,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,1996,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",2166.7,Yield,1996,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",650.0,Production,1996,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,1997,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",2166.7,Yield,1997,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",650.0,Production,1997,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,1998,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",2166.7,Yield,1998,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",650.0,Production,1998,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,1999,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1666.7,Yield,1999,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,1999,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2000,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1666.7,Yield,2000,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,2000,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2001,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1666.7,Yield,2001,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,2001,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2002,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1666.7,Yield,2002,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,2002,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2003,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1666.7,Yield,2003,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,2003,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2004,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1666.7,Yield,2004,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,2004,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2005,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1666.7,Yield,2005,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,2005,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2006,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1666.7,Yield,2006,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,2006,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2007,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1666.7,Yield,2007,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,2007,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2008,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1666.7,Yield,2008,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,2008,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2009,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1666.7,Yield,2009,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,2009,Europe,Figure from international organizations
Republic of Moldova,"Almonds, in shell",500.0,Area harvested,2010,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1000.0,Yield,2010,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",500.0,Production,2010,Europe,Figure from international organizations
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2011,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",2000.0,Yield,2011,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",600.0,Production,2011,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,2012,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",2000.0,Yield,2012,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",600.0,Production,2012,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",350.0,Area harvested,2013,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",2000.0,Yield,2013,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",700.0,Production,2013,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",350.0,Area harvested,2014,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",2000.0,Yield,2014,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",700.0,Production,2014,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",373.0,Area harvested,2015,Europe,Imputed value
Republic of Moldova,"Almonds, in shell",1871.1,Yield,2015,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",697.24,Production,2015,Europe,Imputed value
Republic of Moldova,"Almonds, in shell",370.0,Area harvested,2016,Europe,Imputed value
Republic of Moldova,"Almonds, in shell",1849.7,Yield,2016,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",685.26,Production,2016,Europe,Imputed value
Republic of Moldova,"Almonds, in shell",360.0,Area harvested,2017,Europe,Imputed value
Republic of Moldova,"Almonds, in shell",1863.5,Yield,2017,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",671.21,Production,2017,Europe,Imputed value
Republic of Moldova,"Almonds, in shell",352.0,Area harvested,2018,Europe,Imputed value
Republic of Moldova,"Almonds, in shell",1867.1,Yield,2018,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",657.15,Production,2018,Europe,Imputed value
Republic of Moldova,"Almonds, in shell",343.0,Area harvested,2019,Europe,Imputed value
Republic of Moldova,"Almonds, in shell",1863.9,Yield,2019,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",639.34,Production,2019,Europe,Imputed value
Republic of Moldova,"Almonds, in shell",352.0,Area harvested,2020,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1864.8,Yield,2020,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",655.9,Production,2020,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",349.0,Area harvested,2021,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1865.3,Yield,2021,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",650.8,Production,2021,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",348.0,Area harvested,2022,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1864.7,Yield,2022,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",648.68,Production,2022,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",350.0,Area harvested,2023,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",1864.9,Yield,2023,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",651.79,Production,2023,Europe,Estimated value
Republic of Moldova,Apples,117500.0,Area harvested,1992,Europe,Figure from international organizations
Republic of Moldova,Apples,3348.9,Yield,1992,Europe,Figure from international organizations
Republic of Moldova,Apples,393500.0,Production,1992,Europe,Figure from international organizations
Republic of Moldova,Apples,133500.0,Area harvested,1993,Europe,Figure from international organizations
Republic of Moldova,Apples,6666.7,Yield,1993,Europe,Figure from international organizations
Republic of Moldova,Apples,890000.0,Production,1993,Europe,Figure from international organizations
Republic of Moldova,Apples,136500.0,Area harvested,1994,Europe,Figure from international organizations
Republic of Moldova,Apples,3747.3,Yield,1994,Europe,Figure from international organizations
Republic of Moldova,Apples,511500.0,Production,1994,Europe,Figure from international organizations
Republic of Moldova,Apples,127500.0,Area harvested,1995,Europe,Figure from international organizations
Republic of Moldova,Apples,3706.5,Yield,1995,Europe,Estimated value
Republic of Moldova,Apples,472574.0,Production,1995,Europe,Official figure
Republic of Moldova,Apples,90700.0,Area harvested,1996,Europe,Official figure
Republic of Moldova,Apples,4172.0,Yield,1996,Europe,Official figure
Republic of Moldova,Apples,378400.0,Production,1996,Europe,Official figure
Republic of Moldova,Apples,91804.0,Area harvested,1997,Europe,Official figure
Republic of Moldova,Apples,8966.9,Yield,1997,Europe,Official figure
Republic of Moldova,Apples,823200.0,Production,1997,Europe,Official figure
Republic of Moldova,Apples,90969.0,Area harvested,1998,Europe,Official figure
Republic of Moldova,Apples,2616.3,Yield,1998,Europe,Official figure
Republic of Moldova,Apples,238000.0,Production,1998,Europe,Official figure
Republic of Moldova,Apples,87100.0,Area harvested,1999,Europe,Official figure
Republic of Moldova,Apples,3995.3,Yield,1999,Europe,Estimated value
Republic of Moldova,Apples,347993.8,Production,1999,Europe,Imputed value
Republic of Moldova,Apples,81442.0,Area harvested,2000,Europe,Official figure
Republic of Moldova,Apples,1993.7,Yield,2000,Europe,Official figure
Republic of Moldova,Apples,162369.0,Production,2000,Europe,Official figure
Republic of Moldova,Apples,72999.0,Area harvested,2001,Europe,Official figure
Republic of Moldova,Apples,2560.4,Yield,2001,Europe,Official figure
Republic of Moldova,Apples,186908.0,Production,2001,Europe,Official figure
Republic of Moldova,Apples,70826.0,Area harvested,2002,Europe,Official figure
Republic of Moldova,Apples,3163.2,Yield,2002,Europe,Official figure
Republic of Moldova,Apples,224035.0,Production,2002,Europe,Official figure
Republic of Moldova,Apples,67435.0,Area harvested,2003,Europe,Official figure
Republic of Moldova,Apples,7330.0,Yield,2003,Europe,Official figure
Republic of Moldova,Apples,494300.0,Production,2003,Europe,Official figure
Republic of Moldova,Apples,64983.0,Area harvested,2004,Europe,Official figure
Republic of Moldova,Apples,4772.0,Yield,2004,Europe,Official figure
Republic of Moldova,Apples,310100.0,Production,2004,Europe,Official figure
Republic of Moldova,Apples,64477.0,Area harvested,2005,Europe,Official figure
Republic of Moldova,Apples,4318.1,Yield,2005,Europe,Official figure
Republic of Moldova,Apples,278421.0,Production,2005,Europe,Official figure
Republic of Moldova,Apples,63627.0,Area harvested,2006,Europe,Official figure
Republic of Moldova,Apples,3187.2,Yield,2006,Europe,Official figure
Republic of Moldova,Apples,202790.0,Production,2006,Europe,Official figure
Republic of Moldova,Apples,62693.0,Area harvested,2007,Europe,Official figure
Republic of Moldova,Apples,3480.3,Yield,2007,Europe,Official figure
Republic of Moldova,Apples,218189.0,Production,2007,Europe,Official figure
Republic of Moldova,Apples,61069.0,Area harvested,2008,Europe,Official figure
Republic of Moldova,Apples,4177.0,Yield,2008,Europe,Official figure
Republic of Moldova,Apples,255086.0,Production,2008,Europe,Official figure
Republic of Moldova,Apples,58413.0,Area harvested,2009,Europe,Official figure
Republic of Moldova,Apples,3588.1,Yield,2009,Europe,Official figure
Republic of Moldova,Apples,209594.0,Production,2009,Europe,Official figure
Republic of Moldova,Apples,57355.0,Area harvested,2010,Europe,Official figure
Republic of Moldova,Apples,3624.8,Yield,2010,Europe,Official figure
Republic of Moldova,Apples,207903.0,Production,2010,Europe,Official figure
Republic of Moldova,Apples,55790.0,Area harvested,2011,Europe,Official figure
Republic of Moldova,Apples,4818.8,Yield,2011,Europe,Official figure
Republic of Moldova,Apples,268842.0,Production,2011,Europe,Official figure
Republic of Moldova,Apples,55638.0,Area harvested,2012,Europe,Official figure
Republic of Moldova,Apples,5065.8,Yield,2012,Europe,Official figure
Republic of Moldova,Apples,281849.0,Production,2012,Europe,Official figure
Republic of Moldova,Apples,53849.0,Area harvested,2013,Europe,Official figure
Republic of Moldova,Apples,5705.7,Yield,2013,Europe,Official figure
Republic of Moldova,Apples,307246.0,Production,2013,Europe,Official figure
Republic of Moldova,Apples,44459.0,Area harvested,2014,Europe,Official figure
Republic of Moldova,Apples,8322.8,Yield,2014,Europe,Official figure
Republic of Moldova,Apples,370024.0,Production,2014,Europe,Official figure
Republic of Moldova,Apples,54552.0,Area harvested,2015,Europe,Official figure
Republic of Moldova,Apples,5639.8,Yield,2015,Europe,Official figure
Republic of Moldova,Apples,307660.0,Production,2015,Europe,Official figure
Republic of Moldova,Apples,52454.0,Area harvested,2016,Europe,Official figure
Republic of Moldova,Apples,7850.1,Yield,2016,Europe,Official figure
Republic of Moldova,Apples,411768.0,Production,2016,Europe,Official figure
Republic of Moldova,Apples,52737.0,Area harvested,2017,Europe,Official figure
Republic of Moldova,Apples,9237.6,Yield,2017,Europe,Official figure
Republic of Moldova,Apples,487161.0,Production,2017,Europe,Official figure
Republic of Moldova,Apples,51135.0,Area harvested,2018,Europe,Official figure
Republic of Moldova,Apples,13008.4,Yield,2018,Europe,Official figure
Republic of Moldova,Apples,665184.0,Production,2018,Europe,Official figure
Republic of Moldova,Apples,51130.0,Area harvested,2019,Europe,Official figure
Republic of Moldova,Apples,11948.4,Yield,2019,Europe,Official figure
Republic of Moldova,Apples,610921.0,Production,2019,Europe,Official figure
Republic of Moldova,Apples,50434.0,Area harvested,2020,Europe,Official figure
Republic of Moldova,Apples,9524.7,Yield,2020,Europe,Official figure
Republic of Moldova,Apples,480368.0,Production,2020,Europe,Official figure
Republic of Moldova,Apples,48539.0,Area harvested,2021,Europe,Official figure
Republic of Moldova,Apples,13343.3,Yield,2021,Europe,Official figure
Republic of Moldova,Apples,647669.0,Production,2021,Europe,Official figure
Republic of Moldova,Apples,47178.0,Area harvested,2022,Europe,Official figure
Republic of Moldova,Apples,9490.1,Yield,2022,Europe,Official figure
Republic of Moldova,Apples,447722.0,Production,2022,Europe,Official figure
Republic of Moldova,Apples,43054.0,Area harvested,2023,Europe,Official figure
Republic of Moldova,Apples,12022.4,Yield,2023,Europe,Official figure
Republic of Moldova,Apples,517613.0,Production,2023,Europe,Official figure
Republic of Moldova,Apricots,500.0,Area harvested,1992,Europe,Figure from international organizations
Republic of Moldova,Apricots,5000.0,Yield,1992,Europe,Figure from international organizations
Republic of Moldova,Apricots,2500.0,Production,1992,Europe,Figure from international organizations
Republic of Moldova,Apricots,500.0,Area harvested,1993,Europe,Figure from international organizations
Republic of Moldova,Apricots,6000.0,Yield,1993,Europe,Figure from international organizations
Republic of Moldova,Apricots,3000.0,Production,1993,Europe,Figure from international organizations
Republic of Moldova,Apricots,750.0,Area harvested,1994,Europe,Figure from international organizations
Republic of Moldova,Apricots,4666.7,Yield,1994,Europe,Figure from international organizations
Republic of Moldova,Apricots,3500.0,Production,1994,Europe,Figure from international organizations
Republic of Moldova,Apricots,1000.0,Area harvested,1995,Europe,Figure from international organizations
Republic of Moldova,Apricots,4000.0,Yield,1995,Europe,Figure from international organizations
Republic of Moldova,Apricots,4000.0,Production,1995,Europe,Figure from international organizations
Republic of Moldova,Apricots,2100.0,Area harvested,1996,Europe,Official figure
Republic of Moldova,Apricots,6428.6,Yield,1996,Europe,Official figure
Republic of Moldova,Apricots,13500.0,Production,1996,Europe,Official figure
Republic of Moldova,Apricots,3169.0,Area harvested,1997,Europe,Official figure
Republic of Moldova,Apricots,3159.0,Yield,1997,Europe,Official figure
Republic of Moldova,Apricots,10011.0,Production,1997,Europe,Official figure
Republic of Moldova,Apricots,2871.0,Area harvested,1998,Europe,Official figure
Republic of Moldova,Apricots,5056.8,Yield,1998,Europe,Official figure
Republic of Moldova,Apricots,14518.0,Production,1998,Europe,Official figure
Republic of Moldova,Apricots,2500.0,Area harvested,1999,Europe,Official figure
Republic of Moldova,Apricots,1376.0,Yield,1999,Europe,Official figure
Republic of Moldova,Apricots,3440.0,Production,1999,Europe,Official figure
Republic of Moldova,Apricots,2119.0,Area harvested,2000,Europe,Official figure
Republic of Moldova,Apricots,2552.6,Yield,2000,Europe,Official figure
Republic of Moldova,Apricots,5409.0,Production,2000,Europe,Official figure
Republic of Moldova,Apricots,2222.0,Area harvested,2001,Europe,Official figure
Republic of Moldova,Apricots,3920.8,Yield,2001,Europe,Official figure
Republic of Moldova,Apricots,8712.0,Production,2001,Europe,Official figure
Republic of Moldova,Apricots,2219.0,Area harvested,2002,Europe,Official figure
Republic of Moldova,Apricots,1989.2,Yield,2002,Europe,Official figure
Republic of Moldova,Apricots,4414.0,Production,2002,Europe,Official figure
